file_stem,sec_Abstract_total_words,sec_Abstract_total_sentences,sec_Abstract_avg_sentence_len,sec_Abstract_median_sentence_len,sec_Abstract_sd_sentence_len,sec_Abstract_sent_gt_40_count,sec_Abstract_sent_lt_12_count,sec_Abstract_sent_gt_40_pct,sec_Abstract_sent_lt_12_pct,sec_Abstract_sentence_bin_counts,sec_Abstract_semicolons_total,sec_Abstract_colons_total,sec_Abstract_double_dashes_total,sec_Abstract_mtld,sec_Abstract_word_share,sec_Introduction_total_words,sec_Introduction_total_sentences,sec_Introduction_avg_sentence_len,sec_Introduction_median_sentence_len,sec_Introduction_sd_sentence_len,sec_Introduction_sent_gt_40_count,sec_Introduction_sent_lt_12_count,sec_Introduction_sent_gt_40_pct,sec_Introduction_sent_lt_12_pct,sec_Introduction_sentence_bin_counts,sec_Introduction_semicolons_total,sec_Introduction_colons_total,sec_Introduction_double_dashes_total,sec_Introduction_mtld,sec_Introduction_word_share,sec_Argument_total_words,sec_Argument_total_sentences,sec_Argument_avg_sentence_len,sec_Argument_median_sentence_len,sec_Argument_sd_sentence_len,sec_Argument_sent_gt_40_count,sec_Argument_sent_lt_12_count,sec_Argument_sent_gt_40_pct,sec_Argument_sent_lt_12_pct,sec_Argument_sentence_bin_counts,sec_Argument_semicolons_total,sec_Argument_colons_total,sec_Argument_double_dashes_total,sec_Argument_mtld,sec_Argument_word_share,sec_Framework_total_words,sec_Framework_total_sentences,sec_Framework_avg_sentence_len,sec_Framework_median_sentence_len,sec_Framework_sd_sentence_len,sec_Framework_sent_gt_40_count,sec_Framework_sent_lt_12_count,sec_Framework_sent_gt_40_pct,sec_Framework_sent_lt_12_pct,sec_Framework_sentence_bin_counts,sec_Framework_semicolons_total,sec_Framework_colons_total,sec_Framework_double_dashes_total,sec_Framework_mtld,sec_Framework_word_share,sec_Discussion_total_words,sec_Discussion_total_sentences,sec_Discussion_avg_sentence_len,sec_Discussion_median_sentence_len,sec_Discussion_sd_sentence_len,sec_Discussion_sent_gt_40_count,sec_Discussion_sent_lt_12_count,sec_Discussion_sent_gt_40_pct,sec_Discussion_sent_lt_12_pct,sec_Discussion_sentence_bin_counts,sec_Discussion_semicolons_total,sec_Discussion_colons_total,sec_Discussion_double_dashes_total,sec_Discussion_mtld,sec_Discussion_word_share,sec_Conclusion_total_words,sec_Conclusion_total_sentences,sec_Conclusion_avg_sentence_len,sec_Conclusion_median_sentence_len,sec_Conclusion_sd_sentence_len,sec_Conclusion_sent_gt_40_count,sec_Conclusion_sent_lt_12_count,sec_Conclusion_sent_gt_40_pct,sec_Conclusion_sent_lt_12_pct,sec_Conclusion_sentence_bin_counts,sec_Conclusion_semicolons_total,sec_Conclusion_colons_total,sec_Conclusion_double_dashes_total,sec_Conclusion_mtld,sec_Conclusion_word_share
14-Reading for the future_ _stanbul Ansiklopedisi_ a collection without origin,145,5,28.2,27.0,11.077003204838393,1,0,0.2,0.0,"{""21_30"": 1, ""12_20"": 2, ""41_50"": 1, ""31_40"": 1}",0,0,0,54.25328130396882,0.020926540626353008,542.0,21.0,24.714285714285715,24.0,12.329407354544083,2.0,3.0,0.09523809523809523,0.14285714285714285,"{""lt12"": 3, ""21_30"": 7, ""31_40"": 5, ""gt50"": 1, ""12_20"": 4, ""41_50"": 1}",1.0,0.0,0.0,88.1708217913204,0.07822196565160917,5887,229,25.12663755458515,24.0,11.475627779891544,23,22,0.10043668122270742,0.09606986899563319,"{""31_40"": 42, ""21_30"": 82, ""12_20"": 60, ""lt12"": 22, ""41_50"": 18, ""gt50"": 5}",14,8,0,71.98945077185604,0.8496175494299322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0,17.0,20.764705882352942,21.0,12.193899149598877,0.0,4.0,0.0,0.23529411764705882,"{""lt12"": 4, ""21_30"": 4, ""31_40"": 5, ""12_20"": 4}",0.0,0.0,0.0,60.9291113381001,0.05123394429210564
14-_THIS IS A PAID ADVERTISEMENT__ advertising poetics in Yugen,190,8,23.125,22.5,7.395703385846986,0,0,0.0,0.0,"{""12_20"": 4, ""21_30"": 2, ""31_40"": 2}",0,0,0,104.67882058663426,0.022347682898141614,1032.0,39.0,26.025641025641026,26.0,14.617018162847355,8.0,6.0,0.20512820512820512,0.15384615384615385,"{""41_50"": 7, ""lt12"": 6, ""12_20"": 7, ""31_40"": 7, ""21_30"": 11, ""gt50"": 1}",1.0,5.0,0.0,120.74964270901705,0.1213832039520113,7013,261,26.340996168582375,25.0,17.45396707617323,51,55,0.19540229885057472,0.210727969348659,"{""21_30"": 75, ""12_20"": 39, ""lt12"": 55, ""gt50"": 28, ""31_40"": 41, ""41_50"": 23}",8,52,0,97.12135893200883,0.8248647377087744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,11.0,23.90909090909091,24.0,14.307023068790693,1.0,2.0,0.09090909090909091,0.18181818181818182,"{""21_30"": 6, ""31_40"": 2, ""lt12"": 2, ""41_50"": 1}",0.0,1.0,0.0,119.56448481799654,0.03140437544107269
15-Bald krumme Linien_ generative aesthetics and the Bensian legacy,191,9,20.666666666666668,23.0,10.124228365658293,0,2,0.0,0.2222222222222222,"{""12_20"": 2, ""lt12"": 2, ""21_30"": 4, ""31_40"": 1}",0,0,0,120.5752175714878,0.03293671322641835,,,,,,,,,,,,,,,,5608,244,22.762295081967213,23.0,9.52238279711494,10,27,0.040983606557377046,0.11065573770491803,"{""lt12"": 27, ""21_30"": 99, ""31_40"": 34, ""12_20"": 74, ""41_50"": 9, ""gt50"": 1}",3,5,0,112.15627579265544,0.9670632867735817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Fiction_s critique_ Gray_s Poor Things and the conduct of sensibility,189,6,31.333333333333332,28.5,8.846845012017939,1,0,0.16666666666666666,0.0,"{""21_30"": 4, ""31_40"": 1, ""41_50"": 1}",0,0,0,68.1191781629525,0.025297818230491233,,,,,,,,,,,,,,,,7282,261,27.68199233716475,28.0,16.66278734693484,56,48,0.21455938697318008,0.1839080459770115,"{""31_40"": 60, ""12_20"": 36, ""lt12"": 48, ""21_30"": 61, ""41_50"": 34, ""gt50"": 22}",27,11,0,71.28121985485211,0.9747021817695087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Religious Hypocrisy and Moral Failure in James Baldwin_s Go Tell It on the Mountain and Khaled,151,5,30.0,25.0,9.300537618869138,1,0,0.2,0.0,"{""41_50"": 1, ""21_30"": 3, ""31_40"": 1}",0,0,0,131.92592592592592,0.02150997150997151,1033.0,38.0,26.81578947368421,26.0,7.738479713665025,2.0,1.0,0.05263157894736842,0.02631578947368421,"{""12_20"": 5, ""21_30"": 22, ""31_40"": 8, ""41_50"": 2, ""lt12"": 1}",0.0,1.0,0.0,93.2371792541318,0.14715099715099716,5573,246,22.5609756097561,22.5,10.41674189453506,13,34,0.052845528455284556,0.13821138211382114,"{""41_50"": 8, ""21_30"": 104, ""12_20"": 66, ""31_40"": 29, ""lt12"": 34, ""gt50"": 5}",3,18,0,102.47736196672233,0.7938746438746439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.0,9.0,28.666666666666668,30.0,8.660254037844387,1.0,0.0,0.1111111111111111,0.0,"{""31_40"": 3, ""41_50"": 1, ""21_30"": 3, ""12_20"": 2}",0.0,0.0,0.0,96.37080004479952,0.03746438746438747
15-Writing and translating across power differentials_ Paratextual _re_framing of three Chinese d,153,5,29.8,30.0,10.059821071967434,1,0,0.2,0.0,"{""31_40"": 1, ""41_50"": 1, ""21_30"": 2, ""12_20"": 1}",0,0,0,142.31564245810057,0.022771245721089448,1745.0,68.0,25.308823529411764,25.5,12.951410172677361,8.0,11.0,0.11764705882352941,0.16176470588235295,"{""12_20"": 12, ""41_50"": 7, ""31_40"": 15, ""lt12"": 11, ""gt50"": 1, ""21_30"": 22}",6.0,8.0,0.0,124.61045264040234,0.25971126655752347,4160,177,23.242937853107346,24.0,13.485799280319663,13,35,0.07344632768361582,0.1977401129943503,"{""31_40"": 30, ""21_30"": 68, ""41_50"": 8, ""lt12"": 35, ""12_20"": 31, ""gt50"": 5}",13,6,0,130.1243188490308,0.6191397529394255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.0,22.0,29.454545454545453,27.5,8.466895044129915,3.0,0.0,0.13636363636363635,0.0,"{""31_40"": 7, ""21_30"": 8, ""12_20"": 4, ""41_50"": 3}",0.0,1.0,0.0,129.41386032218986,0.0983777347819616
15-_Aiding the Greek Rebel Infidels__ Insights from the Ottoman Archives on Lord Byron_s Missolon,138,4,34.5,36.0,12.36931687685298,2,0,0.5,0.0,"{""41_50"": 2, ""21_30"": 2}",0,0,0,87.46816203658257,0.016897269499204115,434.0,14.0,30.642857142857142,34.0,12.737631363297211,2.0,1.0,0.14285714285714285,0.07142857142857142,"{""12_20"": 1, ""lt12"": 1, ""31_40"": 7, ""gt50"": 1, ""41_50"": 1, ""21_30"": 3}",0.0,0.0,0.0,81.31044932079415,0.05314068813517816,7271,288,25.12152777777778,24.0,14.106704676200087,32,40,0.1111111111111111,0.1388888888888889,"{""31_40"": 46, ""12_20"": 60, ""21_30"": 110, ""gt50"": 14, ""lt12"": 40, ""41_50"": 18}",4,26,0,116.52818914836566,0.8902901922370515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,10.0,32.3,35.5,9.753062197188237,2.0,0.0,0.2,0.0,"{""31_40"": 5, ""41_50"": 2, ""21_30"": 1, ""12_20"": 2}",1.0,0.0,0.0,170.78978626168126,0.03967185012856618
16-Information poetics_ communication and combinatorics in concrete poetry,143,5,28.6,27.0,17.700282483621553,1,1,0.2,0.2,"{""31_40"": 1, ""21_30"": 2, ""lt12"": 1, ""gt50"": 1}",1,1,0,107.90391254315303,0.022263739685505216,368.0,9.0,40.55555555555556,37.0,11.91754076048317,3.0,0.0,0.3333333333333333,0.0,"{""31_40"": 5, ""21_30"": 1, ""41_50"": 1, ""gt50"": 2}",3.0,5.0,0.0,110.00654878847413,0.0572940993305309,5578,166,33.234939759036145,31.0,19.826495487848636,57,24,0.3433734939759036,0.14457831325301204,"{""lt12"": 24, ""31_40"": 30, ""gt50"": 32, ""41_50"": 25, ""12_20"": 22, ""21_30"": 33}",27,29,0,84.85292937386527,0.8684415382220146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0,10.0,33.3,28.5,17.550245329086174,3.0,1.0,0.3,0.1,"{""21_30"": 4, ""41_50"": 1, ""12_20"": 1, ""lt12"": 1, ""gt50"": 2, ""31_40"": 1}",0.0,0.0,0.0,101.67552182163188,0.05200062276194924
16-The hopeful possibilities of _sideways_ time_ Louise Erdrich_s Future Home of the Living God,152,4,38.0,38.5,7.615773105863909,2,0,0.5,0.0,"{""41_50"": 2, ""31_40"": 1, ""21_30"": 1}",1,0,0,84.67433304558722,0.02070280577499319,1360.0,44.0,30.613636363636363,30.0,15.962479129437154,11.0,6.0,0.25,0.13636363636363635,"{""41_50"": 8, ""12_20"": 5, ""lt12"": 6, ""21_30"": 12, ""31_40"": 10, ""gt50"": 3}",7.0,1.0,0.0,88.45198289817066,0.18523563061836013,5296,187,28.13903743315508,28.0,16.382587305136486,38,30,0.20320855614973263,0.16042780748663102,"{""31_40"": 43, ""12_20"": 34, ""41_50"": 24, ""21_30"": 42, ""gt50"": 14, ""lt12"": 30}",24,18,0,90.29466304104304,0.7213293380550259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.0,22.0,24.227272727272727,21.5,17.101745436349383,5.0,5.0,0.22727272727272727,0.22727272727272727,"{""41_50"": 2, ""lt12"": 5, ""12_20"": 6, ""21_30"": 4, ""gt50"": 3, ""31_40"": 2}",0.0,4.0,0.0,79.84638554216868,0.07273222555162082
16-Tom McCarthy_ The Making of Incarnation_ and the Infrastructure of Virtuality,149,5,29.8,34.0,7.362064927722384,0,0,0.0,0.0,"{""12_20"": 1, ""31_40"": 3, ""21_30"": 1}",0,0,0,91.30043300657374,0.022139673105497772,1004.0,41.0,24.341463414634145,24.0,11.688904474110396,4.0,7.0,0.0975609756097561,0.17073170731707318,"{""21_30"": 19, ""31_40"": 5, ""41_50"": 4, ""lt12"": 7, ""12_20"": 6}",5.0,11.0,0.0,171.49038461538464,0.14918276374442793,5250,246,21.203252032520325,22.0,15.626748052209734,27,72,0.10975609756097561,0.2926829268292683,"{""lt12"": 72, ""41_50"": 19, ""21_30"": 71, ""12_20"": 40, ""gt50"": 8, ""31_40"": 36}",8,35,0,164.30877082355437,0.7800891530460624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0,16.0,20.0625,21.0,19.069937073834303,1.0,5.0,0.0625,0.3125,"{""gt50"": 1, ""lt12"": 5, ""21_30"": 7, ""12_20"": 3}",1.0,2.0,0.0,130.1580351259567,0.04858841010401189
16-Untwining the Threads in John Banville_s Birchwood_ False Shadows_ Bogus Plots and What Lies B,519,20,25.3,24.5,12.941569090582323,3,3,0.15,0.15,"{""21_30"": 8, ""lt12"": 3, ""31_40"": 2, ""12_20"": 4, ""41_50"": 2, ""gt50"": 1}",0,3,0,109.73611759463589,0.04244357212953876,,,,,,,,,,,,,,,,11709,490,23.60408163265306,22.5,16.882923684615818,68,118,0.13877551020408163,0.24081632653061225,"{""lt12"": 118, ""gt50"": 28, ""21_30"": 122, ""31_40"": 73, ""12_20"": 109, ""41_50"": 40}",40,66,0,94.82430076122583,0.9575564278704612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Women petrified_ how and when women turn to stone from Shakespeare to Byatt,80,2,38.5,38.5,19.091883092036785,1,0,0.5,0.0,"{""21_30"": 1, ""gt50"": 1}",1,0,0,89.80363636363639,0.012746972594008922,,,,,,,,,,,,,,,,6196,266,23.206766917293233,21.0,16.578871279552114,38,72,0.14285714285714285,0.2706766917293233,"{""gt50"": 22, ""12_20"": 60, ""21_30"": 56, ""31_40"": 40, ""lt12"": 72, ""41_50"": 16}",29,22,0,104.03199187052617,0.9872530274059911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Care_ critique_ and contemporary literature_ the offerings of Sarah Moss_s Tidal Zone,166,5,32.8,32.0,17.224981857755324,1,1,0.2,0.2,"{""21_30"": 1, ""31_40"": 2, ""lt12"": 1, ""gt50"": 1}",0,0,0,87.53580843585237,0.02188529993408042,,,,,,,,,,,,,,,,5989,235,25.33191489361702,24.0,15.385934113330087,35,40,0.14893617021276595,0.1702127659574468,"{""21_30"": 57, ""31_40"": 47, ""41_50"": 21, ""12_20"": 56, ""gt50"": 14, ""lt12"": 40}",11,25,0,83.68504944329186,0.7895847066578774,650.0,30.0,21.433333333333334,21.5,13.571479560875607,3.0,7.0,0.1,0.23333333333333334,"{""41_50"": 3, ""31_40"": 6, ""lt12"": 7, ""12_20"": 6, ""21_30"": 8}",1.0,3.0,0.0,110.00462887438826,0.08569545154911008,,,,,,,,,,,,,,,,780.0,18.0,43.22222222222222,39.0,20.96651547687002,7.0,0.0,0.3888888888888889,0.0,"{""21_30"": 3, ""41_50"": 4, ""gt50"": 3, ""31_40"": 8}",3.0,4.0,0.0,115.55812762790943,0.10283454185893211
17-Entropy_ melody_ beauty_ composing with information theory,162,3,53.333333333333336,51.0,16.623276853055575,2,0,0.6666666666666666,0.0,"{""gt50"": 2, ""31_40"": 1}",0,0,0,81.5,0.030531473803241612,,,,,,,,,,,,,,,,4552,150,30.18,30.0,14.626935711971514,32,11,0.21333333333333335,0.07333333333333333,"{""41_50"": 19, ""31_40"": 38, ""gt50"": 13, ""12_20"": 30, ""21_30"": 39, ""lt12"": 11}",8,19,0,90.79315253224624,0.8578967206935545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,24.0,24.541666666666668,23.5,10.278636209091195,2.0,2.0,0.08333333333333333,0.08333333333333333,"{""12_20"": 5, ""31_40"": 3, ""21_30"": 12, ""lt12"": 2, ""gt50"": 1, ""41_50"": 1}",3.0,2.0,0.0,98.19409158186014,0.11157180550320392
17-The Self and Its Social_Ecological Other in E. M. Forster_s Howards End_ An Allergic Reading,149,5,29.4,27.0,10.16366075781753,1,0,0.2,0.0,"{""21_30"": 4, ""41_50"": 1}",0,1,0,150.0,0.02067147613762486,553.0,20.0,27.5,24.5,18.469035252494773,3.0,3.0,0.15,0.15,"{""21_30"": 3, ""lt12"": 3, ""gt50"": 3, ""12_20"": 6, ""31_40"": 5}",0.0,4.0,0.0,120.23057285134364,0.07672031076581576,6196,250,24.668,24.0,16.320761164232493,38,64,0.152,0.256,"{""gt50"": 15, ""21_30"": 56, ""lt12"": 64, ""41_50"": 23, ""31_40"": 56, ""12_20"": 36}",3,21,0,95.48439025011282,0.8596004439511654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,15.0,20.666666666666668,19.0,15.383974345619102,2.0,4.0,0.13333333333333333,0.26666666666666666,"{""12_20"": 6, ""lt12"": 4, ""41_50"": 1, ""gt50"": 1, ""31_40"": 1, ""21_30"": 2}",1.0,3.0,0.0,113.16012307219492,0.043007769145394004
17-_We_re Still Inside the Fucking paradigm___ Flagging the Crisis of Attention in Eleanor Catton,200,8,24.875,19.0,11.933596033288302,1,0,0.125,0.0,"{""12_20"": 5, ""41_50"": 1, ""31_40"": 2}",0,2,0,83.8385651204477,0.029265437518290898,609.0,21.0,28.714285714285715,29.0,8.106434833777776,3.0,0.0,0.14285714285714285,0.0,"{""12_20"": 3, ""21_30"": 10, ""31_40"": 5, ""41_50"": 3}",1.0,3.0,0.0,127.22461197339246,0.08911325724319578,5653,220,25.545454545454547,25.0,12.168254500981815,17,23,0.07727272727272727,0.10454545454545454,"{""21_30"": 76, ""12_20"": 54, ""31_40"": 50, ""lt12"": 23, ""41_50"": 12, ""gt50"": 5}",9,30,0,101.318382782067,0.8271875914544923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.0,13.0,28.46153846153846,29.0,10.437236101377483,2.0,0.0,0.15384615384615385,0.0,"{""41_50"": 2, ""12_20"": 4, ""21_30"": 4, ""31_40"": 3}",0.0,3.0,0.0,96.99547029567256,0.05443371378402107
18-A site for self-fashioning_ everyday life_ expatriate women_ and formative locale in Ann Bridg,199,5,39.8,35.0,14.237275020171522,1,0,0.2,0.0,"{""31_40"": 3, ""gt50"": 1, ""21_30"": 1}",0,0,0,101.5,0.02485946283572767,1038.0,27.0,38.22222222222222,34.0,25.421573717148398,9.0,1.0,0.3333333333333333,0.037037037037037035,"{""41_50"": 2, ""12_20"": 5, ""lt12"": 1, ""31_40"": 6, ""21_30"": 6, ""gt50"": 7}",1.0,5.0,0.0,118.20171436832766,0.12966895690193628,6528,243,26.502057613168724,26.0,17.11057246159839,43,44,0.17695473251028807,0.18106995884773663,"{""21_30"": 77, ""12_20"": 37, ""lt12"": 44, ""31_40"": 42, ""41_50"": 23, ""gt50"": 20}",11,17,0,98.27956079824305,0.8154903185509057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,10.0,24.0,25.0,11.41149517908246,0.0,1.0,0.0,0.1,"{""21_30"": 3, ""lt12"": 1, ""12_20"": 2, ""31_40"": 4}",0.0,0.0,0.0,81.28900933424713,0.029981261711430358
18-Monstrous Reproduction_ Monstrous Evolution_ and Extinction Anxiety in Steve Alten_s MEG Books,438,16,27.1875,28.0,9.954689012386742,2,1,0.125,0.0625,"{""21_30"": 8, ""41_50"": 2, ""31_40"": 4, ""12_20"": 1, ""lt12"": 1}",2,4,0,120.287481971315,0.07153356197942186,,,,,,,,,,,,,,,,5685,249,22.55421686746988,21.0,11.971996571348981,19,38,0.07630522088353414,0.15261044176706828,"{""12_20"": 85, ""lt12"": 38, ""21_30"": 72, ""31_40"": 35, ""gt50"": 6, ""41_50"": 13}",26,38,0,141.73398602275716,0.9284664380205782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-New Evidence About The Strolling Actor George Jolly _1613_ca. 1683_,145,4,36.5,39.5,10.785793124908958,1,0,0.25,0.0,"{""31_40"": 2, ""21_30"": 1, ""41_50"": 1}",0,0,0,124.31481481481481,0.023731587561374796,,,,,,,,,,,,,,,,5965,246,23.963414634146343,24.0,17.888392169648224,42,68,0.17073170731707318,0.2764227642276423,"{""31_40"": 46, ""21_30"": 52, ""41_50"": 25, ""gt50"": 17, ""lt12"": 68, ""12_20"": 38}",14,18,0,115.08316287596301,0.9762684124386252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Disneyland and Its Discontents_ J.G. Ballard and the Commodification of Dissent,182,6,30.0,28.0,8.62554346113913,1,0,0.16666666666666666,0.0,"{""21_30"": 5, ""41_50"": 1}",0,1,0,131.43261700965218,0.030973451327433628,452.0,19.0,23.68421052631579,24.0,10.397930518344863,1.0,3.0,0.05263157894736842,0.15789473684210525,"{""12_20"": 5, ""31_40"": 4, ""21_30"": 6, ""lt12"": 3, ""41_50"": 1}",1.0,2.0,0.0,176.87997468025708,0.07692307692307693,4789,207,22.89855072463768,21.0,12.348670296172765,15,31,0.07246376811594203,0.1497584541062802,"{""21_30"": 67, ""12_20"": 64, ""gt50"": 6, ""31_40"": 30, ""lt12"": 31, ""41_50"": 9}",11,22,0,114.5163221722218,0.8150102110279102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0,16.0,28.3125,32.0,8.64653109634147,0.0,0.0,0.0,0.0,"{""31_40"": 9, ""12_20"": 4, ""21_30"": 3}",0.0,4.0,0.0,230.29834979388374,0.07709326072157931
19-Revisiting OE holm-wudu in The Dream of the Rood_ The Salvific Ship and the Name of Mary,145,4,36.0,34.0,9.092121131323903,1,0,0.25,0.0,"{""31_40"": 1, ""21_30"": 2, ""41_50"": 1}",0,0,0,64.58959445715739,0.028138948185522997,,,,,,,,,,,,,,,,4805,217,21.304147465437786,21.0,16.842396661742846,26,69,0.11981566820276497,0.31797235023041476,"{""21_30"": 53, ""lt12"": 69, ""12_20"": 38, ""31_40"": 31, ""gt50"": 11, ""41_50"": 15}",18,16,0,57.04238580297462,0.9324665243547449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,6.0,33.0,29.0,18.04438970982394,1.0,0.0,0.16666666666666666,0.0,"{""31_40"": 2, ""21_30"": 1, ""12_20"": 2, ""gt50"": 1}",2.0,1.0,0.0,52.77634226580217,0.039394527459732195
19-_Words without meaning__ deconstructing language and the Woolfian Saying in Between the Acts,195,7,27.285714285714285,29.0,7.994045402971008,0,0,0.0,0.0,"{""31_40"": 3, ""12_20"": 1, ""21_30"": 3}",0,0,0,82.04545514321032,0.026599372527622425,,,,,,,,,,,,,,,,7136,319,21.927899686520377,22.0,11.994147117309616,22,58,0.06896551724137931,0.18181818181818182,"{""lt12"": 58, ""21_30"": 127, ""12_20"": 74, ""31_40"": 38, ""gt50"": 6, ""41_50"": 16}",36,31,0,92.46351016103299,0.9734006274723775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Echoes of Silence and the Story of Many_ The Transmission of Intergenerational Trauma in Eliza,90,4,22.5,21.5,11.67618659209133,0,1,0.0,0.25,"{""21_30"": 1, ""lt12"": 1, ""12_20"": 1, ""31_40"": 1}",0,0,0,84.38410596026489,0.012098400322624008,,,,,,,,,,,,,,,,7349,385,18.97922077922078,19.0,11.454147011726093,10,103,0.025974025974025976,0.2675324675324675,"{""lt12"": 103, ""21_30"": 109, ""31_40"": 47, ""12_20"": 116, ""41_50"": 6, ""gt50"": 4}",10,42,0,90.89725225913146,0.987901599677376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Metabolic Dystopia in Mo Yan_s The Republic of Wine,137,5,27.2,27.0,0.4472135954999579,0,0,0.0,0.0,"{""21_30"": 5}",0,0,0,129.29329608938548,0.015317531305903399,835.0,30.0,27.533333333333335,27.5,8.803343147617992,2.0,1.0,0.06666666666666667,0.03333333333333333,"{""21_30"": 12, ""31_40"": 10, ""lt12"": 1, ""12_20"": 5, ""41_50"": 2}",2.0,6.0,0.0,119.80966336935825,0.09335867620751341,7716,309,24.54692556634304,24.0,11.947201158311888,20,44,0.06472491909385113,0.1423948220064725,"{""41_50"": 12, ""31_40"": 77, ""lt12"": 44, ""12_20"": 60, ""21_30"": 108, ""gt50"": 8}",24,72,0,136.2594596273554,0.8627012522361359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,8.0,31.5,35.5,13.277263057035297,3.0,1.0,0.375,0.125,"{""41_50"": 3, ""31_40"": 2, ""21_30"": 1, ""12_20"": 1, ""lt12"": 1}",3.0,2.0,0.0,157.43650603563904,0.028622540250447227
20-Reimagining refuge_ dual landscapes and the covert narrative of ecological belonging in Terry ,169,5,33.8,34.0,6.534523701081817,1,0,0.2,0.0,"{""41_50"": 1, ""21_30"": 2, ""31_40"": 2}",0,1,0,117.61167830389799,0.020864197530864197,808.0,30.0,26.9,26.5,10.08361593600369,3.0,2.0,0.1,0.06666666666666667,"{""31_40"": 8, ""41_50"": 3, ""12_20"": 5, ""lt12"": 2, ""21_30"": 12}",0.0,2.0,0.0,108.19198386634635,0.09975308641975308,6450,277,23.249097472924188,22.0,11.513982091473977,14,36,0.05054151624548736,0.1299638989169675,"{""31_40"": 57, ""21_30"": 86, ""lt12"": 36, ""12_20"": 84, ""gt50"": 5, ""41_50"": 9}",7,23,0,92.43839794932735,0.7962962962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.0,23.0,29.130434782608695,28.0,11.161233020130181,3.0,1.0,0.13043478260869565,0.043478260869565216,"{""31_40"": 7, ""21_30"": 11, ""lt12"": 1, ""12_20"": 1, ""41_50"": 2, ""gt50"": 1}",6.0,3.0,0.0,169.1682011890356,0.08308641975308642
21-Haunted Laughter_ Spectral Justice and Satirical Memory in Percival Everett_s The Trees,151,4,36.75,39.0,11.354147553500733,1,0,0.25,0.0,"{""21_30"": 1, ""41_50"": 1, ""31_40"": 2}",0,1,0,163.86300000000003,0.015869679453494483,837.0,35.0,23.771428571428572,24.0,10.873837231375765,2.0,6.0,0.05714285714285714,0.17142857142857143,"{""21_30"": 14, ""31_40"": 8, ""lt12"": 6, ""12_20"": 5, ""41_50"": 2}",11.0,9.0,0.0,179.98358598333158,0.08796636889122439,7885,358,22.01675977653631,21.0,10.770836680819004,23,62,0.06424581005586592,0.17318435754189945,"{""gt50"": 4, ""12_20"": 116, ""31_40"": 54, ""lt12"": 62, ""21_30"": 103, ""41_50"": 19}",133,65,0,127.3443288545534,0.8286915396741986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.0,27.0,23.74074074074074,20.0,14.545928831946265,3.0,6.0,0.1111111111111111,0.2222222222222222,"{""21_30"": 3, ""31_40"": 7, ""12_20"": 8, ""41_50"": 2, ""lt12"": 6, ""gt50"": 1}",14.0,5.0,0.0,179.04645560334768,0.0674724119810825
