file_stem,sec_Abstract_total_words,sec_Abstract_total_sentences,sec_Abstract_avg_sentence_len,sec_Abstract_median_sentence_len,sec_Abstract_sd_sentence_len,sec_Abstract_sent_gt_40_count,sec_Abstract_sent_lt_12_count,sec_Abstract_sent_gt_40_pct,sec_Abstract_sent_lt_12_pct,sec_Abstract_sentence_bin_counts,sec_Abstract_semicolons_total,sec_Abstract_colons_total,sec_Abstract_double_dashes_total,sec_Abstract_mtld,sec_Abstract_word_share,sec_Introduction_total_words,sec_Introduction_total_sentences,sec_Introduction_avg_sentence_len,sec_Introduction_median_sentence_len,sec_Introduction_sd_sentence_len,sec_Introduction_sent_gt_40_count,sec_Introduction_sent_lt_12_count,sec_Introduction_sent_gt_40_pct,sec_Introduction_sent_lt_12_pct,sec_Introduction_sentence_bin_counts,sec_Introduction_semicolons_total,sec_Introduction_colons_total,sec_Introduction_double_dashes_total,sec_Introduction_mtld,sec_Introduction_word_share,sec_Argument_total_words,sec_Argument_total_sentences,sec_Argument_avg_sentence_len,sec_Argument_median_sentence_len,sec_Argument_sd_sentence_len,sec_Argument_sent_gt_40_count,sec_Argument_sent_lt_12_count,sec_Argument_sent_gt_40_pct,sec_Argument_sent_lt_12_pct,sec_Argument_sentence_bin_counts,sec_Argument_semicolons_total,sec_Argument_colons_total,sec_Argument_double_dashes_total,sec_Argument_mtld,sec_Argument_word_share,sec_Framework_total_words,sec_Framework_total_sentences,sec_Framework_avg_sentence_len,sec_Framework_median_sentence_len,sec_Framework_sd_sentence_len,sec_Framework_sent_gt_40_count,sec_Framework_sent_lt_12_count,sec_Framework_sent_gt_40_pct,sec_Framework_sent_lt_12_pct,sec_Framework_sentence_bin_counts,sec_Framework_semicolons_total,sec_Framework_colons_total,sec_Framework_double_dashes_total,sec_Framework_mtld,sec_Framework_word_share,sec_Discussion_total_words,sec_Discussion_total_sentences,sec_Discussion_avg_sentence_len,sec_Discussion_median_sentence_len,sec_Discussion_sd_sentence_len,sec_Discussion_sent_gt_40_count,sec_Discussion_sent_lt_12_count,sec_Discussion_sent_gt_40_pct,sec_Discussion_sent_lt_12_pct,sec_Discussion_sentence_bin_counts,sec_Discussion_semicolons_total,sec_Discussion_colons_total,sec_Discussion_double_dashes_total,sec_Discussion_mtld,sec_Discussion_word_share,sec_Conclusion_total_words,sec_Conclusion_total_sentences,sec_Conclusion_avg_sentence_len,sec_Conclusion_median_sentence_len,sec_Conclusion_sd_sentence_len,sec_Conclusion_sent_gt_40_count,sec_Conclusion_sent_lt_12_count,sec_Conclusion_sent_gt_40_pct,sec_Conclusion_sent_lt_12_pct,sec_Conclusion_sentence_bin_counts,sec_Conclusion_semicolons_total,sec_Conclusion_colons_total,sec_Conclusion_double_dashes_total,sec_Conclusion_mtld,sec_Conclusion_word_share
09-Of barren lands and broken promises_ Writing social change in Kourouma_s Suns of Independence ,149,4,37.25,38.0,4.856267428111155,1,0,0.25,0.0,"{""31_40"": 3, ""41_50"": 1}",0,0,0,84.83429580523651,0.024571240105540897,460.0,13.0,35.38461538461539,32.0,12.757602057456184,5.0,0.0,0.38461538461538464,0.0,"{""31_40"": 2, ""21_30"": 5, ""12_20"": 1, ""gt50"": 2, ""41_50"": 3}",0.0,1.0,0.0,116.72256097560975,0.0758575197889182,5134,219,23.273972602739725,24.0,13.727619257406223,22,50,0.1004566210045662,0.228310502283105,"{""21_30"": 61, ""12_20"": 41, ""31_40"": 45, ""lt12"": 50, ""gt50"": 8, ""41_50"": 14}",21,29,0,108.2540750326541,0.8466358839050132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0,8.0,39.125,39.0,11.75265927354316,4.0,0.0,0.5,0.0,"{""41_50"": 2, ""21_30"": 2, ""gt50"": 2, ""31_40"": 2}",0.0,1.0,0.0,145.8393540434927,0.0529353562005277
09-War_ widowhood_ and maternal grief in Jacob_s Room,91,4,22.75,23.0,2.8722813232690143,0,0,0.0,0.0,"{""12_20"": 1, ""21_30"": 3}",0,0,0,115.32000000000001,0.014321687126219704,,,,,,,,,,,,,,,,6263,349,17.77650429799427,17.0,12.916905893436526,21,118,0.06017191977077364,0.33810888252148996,"{""21_30"": 85, ""lt12"": 118, ""12_20"": 94, ""41_50"": 17, ""31_40"": 31, ""gt50"": 4}",19,38,0,115.73904130702837,0.9856783128737803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Critique of Australia_s Bicentennial Moment in John Forbes_s The Stunned Mullet,150,6,24.5,23.0,7.12039324756716,0,0,0.0,0.0,"{""21_30"": 4, ""12_20"": 1, ""31_40"": 1}",0,0,0,74.46316614420063,0.023499921666927777,,,,,,,,,,,,,,,,5864,245,23.46938775510204,20.0,14.191463089604959,30,33,0.12244897959183673,0.1346938775510204,"{""12_20"": 95, ""lt12"": 33, ""31_40"": 30, ""21_30"": 57, ""41_50"": 20, ""gt50"": 10}",26,44,0,104.31491635207506,0.9186902710324298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0,20.0,17.85,18.5,12.317189529058032,1.0,6.0,0.05,0.3,"{""41_50"": 1, ""21_30"": 8, ""12_20"": 4, ""31_40"": 1, ""lt12"": 6}",1.0,2.0,0.0,88.78245403078151,0.05780980730064233
10-Manners_ Morals_ and Happiness_ Negotiating Balance in Sense and Sensibility,146,4,36.0,36.5,12.727922061357855,2,0,0.5,0.0,"{""41_50"": 2, ""21_30"": 2}",0,0,0,70.43283661239857,0.017441165929996415,,,,,,,,,,,,,,,,8225,340,24.061764705882354,23.0,14.863360242643164,42,64,0.12352941176470589,0.18823529411764706,"{""41_50"": 24, ""21_30"": 96, ""12_20"": 83, ""31_40"": 55, ""lt12"": 64, ""gt50"": 18}",13,13,1,102.0471360954499,0.9825588340700036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Scaling up the Capitalocene_ paratexts_ storyworld_ and climate change in New York 2140,177,4,44.25,46.5,16.132265804901678,2,0,0.5,0.0,"{""21_30"": 1, ""gt50"": 2, ""31_40"": 1}",0,0,0,74.16666666666667,0.02421009437833402,1763.0,61.0,28.721311475409838,27.0,19.353837817119533,20.0,12.0,0.32786885245901637,0.19672131147540983,"{""12_20"": 7, ""21_30"": 16, ""lt12"": 12, ""31_40"": 6, ""gt50"": 10, ""41_50"": 10}",0.0,4.0,0.0,90.37999302371935,0.24114348242374503,4670,149,31.02013422818792,29.0,20.710837285415145,44,26,0.2953020134228188,0.174496644295302,"{""gt50"": 24, ""12_20"": 20, ""41_50"": 20, ""lt12"": 26, ""21_30"": 34, ""31_40"": 25}",5,13,0,88.65912155006416,0.6387635070441801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.0,16.0,43.3125,41.0,24.475072352633948,8.0,2.0,0.5,0.125,"{""gt50"": 5, ""31_40"": 4, ""41_50"": 3, ""lt12"": 2, ""21_30"": 2}",0.0,2.0,0.0,92.54648647363666,0.09588291615374094
10-THE _DERMOGROTESQUE_ BODY_ ACNE_ ALIENATION_ AND AESTHETICS IN BUKOWSKI_S HAM ON RYE,156,6,26.0,23.0,10.807404868885037,1,0,0.16666666666666666,0.0,"{""31_40"": 1, ""41_50"": 1, ""12_20"": 2, ""21_30"": 2}",0,0,0,145.51923076923077,0.023557837511325883,636.0,27.0,23.48148148148148,20.0,14.521523469479497,2.0,4.0,0.07407407407407407,0.14814814814814814,"{""21_30"": 6, ""12_20"": 10, ""lt12"": 4, ""31_40"": 5, ""gt50"": 2}",0.0,2.0,0.0,81.62460513665704,0.0960434913923286,5487,272,20.051470588235293,20.0,10.075229830230827,9,44,0.03308823529411765,0.16176470588235295,"{""31_40"": 24, ""12_20"": 101, ""21_30"": 94, ""lt12"": 44, ""41_50"": 5, ""gt50"": 4}",31,23,0,122.4206325074206,0.8286016309272123,343.0,14.0,24.357142857142858,24.5,7.899436619221582,0.0,1.0,0.0,0.07142857142857142,"{""21_30"": 6, ""31_40"": 3, ""lt12"": 1, ""12_20"": 4}",1.0,1.0,0.0,81.71576137418757,0.05179704016913319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-When the queen of transvestites revealed it all_ Performative politics of queer life writing i,202,9,21.555555555555557,21.0,5.479760740924532,0,0,0.0,0.0,"{""21_30"": 4, ""12_20"": 4, ""31_40"": 1}",0,0,0,159.80666774733885,0.02607124419204956,776.0,33.0,22.90909090909091,21.0,11.657518058005625,2.0,3.0,0.06060606060606061,0.09090909090909091,"{""12_20"": 13, ""21_30"": 9, ""lt12"": 3, ""31_40"": 6, ""gt50"": 1, ""41_50"": 1}",1.0,0.0,0.0,86.70384781668828,0.10015487867836861,6417,273,22.91941391941392,23.0,11.970586977939853,24,46,0.08791208791208792,0.1684981684981685,"{""41_50"": 20, ""12_20"": 76, ""21_30"": 83, ""gt50"": 4, ""lt12"": 46, ""31_40"": 44}",12,10,0,101.00676490354206,0.8282137325761487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,12.0,28.75,25.0,13.484839972758635,1.0,0.0,0.08333333333333333,0.0,"{""21_30"": 3, ""31_40"": 4, ""12_20"": 4, ""gt50"": 1}",1.0,0.0,0.0,95.26331977695929,0.04556014455343314
11-A Possible Way Out_ The Paradox of the Multitude in Cloud Atlas and Slade House,149,5,29.8,33.0,11.03177229641729,0,0,0.0,0.0,"{""21_30"": 1, ""12_20"": 1, ""31_40"": 3}",0,0,0,152.0,0.015915402691732534,1304.0,45.0,28.91111111111111,28.0,17.174005492210156,9.0,7.0,0.2,0.15555555555555556,"{""31_40"": 13, ""41_50"": 4, ""gt50"": 5, ""21_30"": 11, ""lt12"": 7, ""12_20"": 5}",1.0,4.0,0.0,151.36894880007395,0.1392864772484512,7033,339,20.578171091445427,21.0,14.036583485134058,26,96,0.07669616519174041,0.2831858407079646,"{""41_50"": 18, ""21_30"": 91, ""12_20"": 72, ""lt12"": 96, ""31_40"": 54, ""gt50"": 8}",11,38,0,170.60446899946947,0.7512283700064089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.0,35.0,24.885714285714286,25.0,12.601987304929864,2.0,5.0,0.05714285714285714,0.14285714285714285,"{""31_40"": 10, ""21_30"": 13, ""lt12"": 5, ""12_20"": 5, ""41_50"": 1, ""gt50"": 1}",0.0,2.0,0.0,153.79556309068607,0.0935697500534074
11-Cybernetics_ or the metatechnology of a machine,106,3,34.666666666666664,36.0,9.073771725877467,1,0,0.3333333333333333,0.0,"{""21_30"": 1, ""31_40"": 1, ""41_50"": 1}",0,0,0,74.16104708044003,0.01949604561338974,,,,,,,,,,,,,,,,5331,236,22.347457627118644,20.0,14.209003509848175,25,54,0.1059322033898305,0.2288135593220339,"{""12_20"": 80, ""41_50"": 16, ""31_40"": 36, ""lt12"": 54, ""21_30"": 41, ""gt50"": 9}",22,19,0,70.38531670051253,0.9805039543866103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Oceans_ hormones and female flow in Twelfth Night,200,5,40.0,39.0,7.905694150420948,2,0,0.4,0.0,"{""41_50"": 2, ""31_40"": 3}",0,0,0,160.66096802273486,0.03229452607782981,,,,,,,,,,,,,,,,5777,196,29.25,31.0,15.0841655812329,45,29,0.22959183673469388,0.14795918367346939,"{""lt12"": 29, ""31_40"": 55, ""21_30"": 44, ""gt50"": 14, ""41_50"": 31, ""12_20"": 23}",9,13,0,153.9331135624589,0.932827385758114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,8.0,26.75,28.5,16.77370390990442,1.0,2.0,0.125,0.25,"{""21_30"": 3, ""31_40"": 2, ""lt12"": 2, ""gt50"": 1}",0.0,0.0,0.0,166.8019266950531,0.034878088164056194
11-Orality and the subaltern_ Anticolonial resistance in Rosario Cruz-Lucero_s Feast and Famine_ ,152,6,25.333333333333332,26.0,2.422120283277993,0,0,0.0,0.0,"{""21_30"": 6}",0,1,0,125.5488500623997,0.022757897888905525,,,,,,,,,,,,,,,,6518,256,25.33984375,24.0,13.983384200578213,27,27,0.10546875,0.10546875,"{""12_20"": 66, ""21_30"": 99, ""31_40"": 37, ""gt50"": 12, ""41_50"": 15, ""lt12"": 27}",3,7,0,97.71755009995479,0.9758945949992514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,9.0,9.0,0.0,0.0,1.0,0.0,1.0,"{""lt12"": 1}",0.0,2.0,0.0,9.0,0.0013475071118430903
11-Relational Time_ Female Transgenerational Bonds and Herstory in Linda Grant_s The Story of the,157,5,31.4,28.0,7.861297602813419,1,0,0.2,0.0,"{""41_50"": 1, ""31_40"": 1, ""21_30"": 3}",0,0,0,83.7136497868812,0.019249632172633643,760.0,21.0,35.857142857142854,31.0,18.382833607161096,7.0,1.0,0.3333333333333333,0.047619047619047616,"{""gt50"": 4, ""31_40"": 4, ""41_50"": 3, ""21_30"": 6, ""12_20"": 3, ""lt12"": 1}",4.0,1.0,0.0,117.19503640216413,0.09318293281020108,3529,130,26.96153846153846,28.5,16.874090889621947,25,28,0.19230769230769232,0.2153846153846154,"{""41_50"": 16, ""31_40"": 33, ""21_30"": 23, ""lt12"": 28, ""12_20"": 21, ""gt50"": 9}",9,16,0,108.31158995114475,0.4326875919568416,2549.0,101.0,25.02970297029703,24.0,17.860826098220965,20.0,25.0,0.19801980198019803,0.24752475247524752,"{""lt12"": 25, ""31_40"": 14, ""41_50"": 11, ""12_20"": 16, ""21_30"": 26, ""gt50"": 9}",4.0,19.0,0.0,107.91756295290607,0.3125306522805297,,,,,,,,,,,,,,,,1161.0,47.0,24.5531914893617,22.0,21.52431235142403,13.0,18.0,0.2765957446808511,0.3829787234042553,"{""lt12"": 18, ""41_50"": 7, ""gt50"": 6, ""12_20"": 3, ""21_30"": 7, ""31_40"": 6}",1.0,7.0,0.0,106.10396891577808,0.14234919077979402
12-H_seyin Rahmi_s queer hauntology_ _Un-_making of the secular nation_state_self,193,7,27.142857142857142,27.0,14.205967894146593,1,1,0.14285714285714285,0.14285714285714285,"{""lt12"": 1, ""31_40"": 1, ""21_30"": 2, ""12_20"": 2, ""gt50"": 1}",0,0,0,101.89040724588247,0.025081221572449644,555.0,20.0,27.05,26.5,13.200777489064402,4.0,4.0,0.2,0.2,"{""41_50"": 4, ""lt12"": 4, ""21_30"": 10, ""31_40"": 2}",10.0,1.0,0.0,86.08067622106017,0.07212475633528265,6244,259,23.675675675675677,23.0,12.647387933396242,28,43,0.10810810810810811,0.16602316602316602,"{""lt12"": 43, ""12_20"": 69, ""21_30"": 82, ""gt50"": 8, ""41_50"": 20, ""31_40"": 37}",15,9,0,87.92295447492498,0.8114359974009097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.0,28.0,24.928571428571427,22.5,9.698906282090938,1.0,2.0,0.03571428571428571,0.07142857142857142,"{""12_20"": 9, ""lt12"": 2, ""21_30"": 8, ""41_50"": 1, ""31_40"": 8}",2.0,2.0,0.0,76.98567898610409,0.09135802469135802
12-Membrane_ a poetics of the border,73,2,36.5,36.5,13.435028842544403,1,0,0.5,0.0,"{""21_30"": 1, ""41_50"": 1}",0,0,0,67.58893280632411,0.010850178359096314,,,,,,,,,,,,,,,,6041,213,28.197183098591548,28.0,15.772216781933881,43,29,0.20187793427230047,0.13615023474178403,"{""lt12"": 29, ""12_20"": 32, ""21_30"": 61, ""31_40"": 48, ""gt50"": 19, ""41_50"": 24}",12,9,0,79.73088621008299,0.8978894173602854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.0,22.0,27.863636363636363,25.0,16.43253293099206,6.0,3.0,0.2727272727272727,0.13636363636363635,"{""31_40"": 1, ""21_30"": 9, ""41_50"": 4, ""12_20"": 3, ""gt50"": 2, ""lt12"": 3}",1.0,2.0,0.0,81.46001653756997,0.09126040428061831
12-Promised lands and paradisiacal gardens in Zo_ Wicomb_s David_s Story,154,4,38.0,36.0,10.198039027185569,1,0,0.25,0.0,"{""31_40"": 2, ""21_30"": 1, ""gt50"": 1}",0,0,0,83.29206500956023,0.023400698981917642,1159.0,31.0,37.03225806451613,36.0,20.79660849107813,11.0,3.0,0.3548387096774194,0.0967741935483871,"{""12_20"": 4, ""31_40"": 8, ""21_30"": 5, ""lt12"": 3, ""41_50"": 5, ""gt50"": 6}",3.0,6.0,0.0,74.51120858761988,0.176113052727549,5080,144,34.833333333333336,35.0,17.478858358327912,51,12,0.3541666666666667,0.08333333333333333,"{""gt50"": 25, ""21_30"": 34, ""12_20"": 17, ""lt12"": 12, ""31_40"": 30, ""41_50"": 26}",15,11,0,86.663891284517,0.7719191612216988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,6.0,31.0,30.5,9.695359714832659,1.0,0.0,0.16666666666666666,0.0,"{""41_50"": 1, ""12_20"": 1, ""21_30"": 2, ""31_40"": 2}",1.0,2.0,0.0,109.37447836756198,0.028567087068834523
12-The Oracle_ the Plague_ and the Mystery of Oedipus_ Identity in Natalie Haynes_ The Children o,122,5,24.4,22.0,5.9833101206606365,0,0,0.0,0.0,"{""21_30"": 4, ""31_40"": 1}",0,0,0,57.3030303030303,0.02189912044516245,2282.0,109.0,20.871559633027523,20.0,14.318533003064138,9.0,25.0,0.08256880733944955,0.22935779816513763,"{""21_30"": 29, ""lt12"": 25, ""31_40"": 15, ""41_50"": 7, ""12_20"": 31, ""gt50"": 2}",4.0,10.0,0.0,73.58740464733792,0.40962125291689105,1954,94,20.56382978723404,20.5,14.668786633667061,7,29,0.07446808510638298,0.30851063829787234,"{""31_40"": 17, ""21_30"": 23, ""lt12"": 29, ""41_50"": 6, ""12_20"": 18, ""gt50"": 1}",6,9,0,66.91616447226937,0.35074492909711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213.0,48.0,25.083333333333332,26.0,15.20195022949825,5.0,7.0,0.10416666666666667,0.14583333333333334,"{""12_20"": 10, ""31_40"": 11, ""41_50"": 2, ""21_30"": 15, ""lt12"": 7, ""gt50"": 3}",1.0,3.0,0.0,75.2953343495342,0.21773469754083646
12-Ways of Being Male_ Masculinities as Allegories in Yu Hua_s Brothers,196,7,27.857142857142858,30.0,8.474050024015895,0,0,0.0,0.0,"{""31_40"": 3, ""12_20"": 2, ""21_30"": 2}",0,0,0,120.15880027900488,0.02147474526131259,810.0,34.0,23.58823529411765,25.0,10.722724798038703,1.0,4.0,0.029411764705882353,0.11764705882352941,"{""31_40"": 8, ""lt12"": 4, ""21_30"": 14, ""41_50"": 1, ""12_20"": 7}",15.0,2.0,0.0,83.63790474192534,0.08874767174317957,7484,327,22.785932721712538,21.0,12.882791024158813,27,47,0.08256880733944955,0.1437308868501529,"{""31_40"": 47, ""41_50"": 19, ""21_30"": 99, ""12_20"": 107, ""lt12"": 47, ""gt50"": 8}",8,29,0,81.3968156582747,0.8199846608962419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.0,27.0,23.37037037037037,22.0,10.221200246200759,4.0,3.0,0.14814814814814814,0.1111111111111111,"{""31_40"": 2, ""12_20"": 8, ""21_30"": 10, ""41_50"": 4, ""lt12"": 3}",2.0,1.0,0.0,120.90125596238975,0.06979292209926591
13-Caste and internal labour migrations_ Exploring subaltern social geographies in Aravind Adiga_,144,5,28.4,29.0,19.590814173994914,1,1,0.2,0.2,"{""12_20"": 1, ""lt12"": 1, ""21_30"": 1, ""31_40"": 1, ""gt50"": 1}",0,0,0,81.49110617083983,0.02276319949415112,453.0,13.0,34.46153846153846,32.0,9.692053313715181,4.0,0.0,0.3076923076923077,0.0,"{""31_40"": 4, ""41_50"": 4, ""21_30"": 4, ""12_20"": 1}",0.0,1.0,0.0,108.96873668512995,0.07160923174201707,5473,181,29.906077348066297,29.0,12.37726484659971,38,10,0.20994475138121546,0.055248618784530384,"{""41_50"": 28, ""31_40"": 43, ""21_30"": 56, ""12_20"": 34, ""lt12"": 10, ""gt50"": 10}",14,11,0,119.151897825725,0.8651596585520076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,8.0,31.875,31.5,5.139135558215436,0.0,0.0,0.0,0.0,"{""31_40"": 5, ""21_30"": 3}",1.0,1.0,0.0,99.37543610646942,0.04046791021182422
13-Dangerous bodies_ a corrupted tongue_ tracing the queer Persianate in late Ottoman literature,205,6,33.833333333333336,37.5,16.773987798572726,2,1,0.3333333333333333,0.16666666666666666,"{""41_50"": 1, ""31_40"": 3, ""lt12"": 1, ""gt50"": 1}",0,1,0,97.85392322783373,0.021396513933827365,2829.0,93.0,29.849462365591396,29.0,19.429329150270384,27.0,17.0,0.2903225806451613,0.1827956989247312,"{""41_50"": 12, ""lt12"": 17, ""31_40"": 13, ""12_20"": 15, ""21_30"": 21, ""gt50"": 15}",18.0,21.0,0.0,125.7049719856561,0.29527189228681766,5280,167,30.688622754491018,29.0,17.62798438942856,48,25,0.2874251497005988,0.1497005988023952,"{""31_40"": 30, ""lt12"": 25, ""12_20"": 25, ""21_30"": 39, ""gt50"": 22, ""41_50"": 26}",37,28,0,126.90712545934431,0.5510907003444316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.0,29.0,43.310344827586206,45.0,23.435478976902676,16.0,3.0,0.5517241379310345,0.10344827586206896,"{""31_40"": 6, ""lt12"": 3, ""21_30"": 1, ""gt50"": 12, ""41_50"": 4, ""12_20"": 3}",9.0,11.0,0.0,94.50669467051719,0.1322408934349233
13-The Tragedy of Alignment_ Machinic Consistency and the Failure of Human Relations in Ian McEwa,140,6,23.333333333333332,22.0,5.316640543300503,0,0,0.0,0.0,"{""21_30"": 5, ""12_20"": 1}",0,1,0,93.68456196581195,0.016573931573339647,1399.0,58.0,23.879310344827587,23.0,9.096129090350036,1.0,6.0,0.017241379310344827,0.10344827586206896,"{""12_20"": 16, ""21_30"": 18, ""31_40"": 17, ""lt12"": 6, ""41_50"": 1}",5.0,9.0,0.0,133.96147851138392,0.1656209305078726,6564,299,21.722408026755854,21.0,8.471816653081278,5,33,0.016722408026755852,0.11036789297658862,"{""21_30"": 117, ""12_20"": 104, ""31_40"": 40, ""lt12"": 33, ""41_50"": 4, ""gt50"": 1}",20,40,0,109.82788180075579,0.7770806203385817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.0,15.0,22.733333333333334,21.0,10.813131346830552,1.0,3.0,0.06666666666666667,0.2,"{""41_50"": 1, ""21_30"": 6, ""lt12"": 3, ""31_40"": 2, ""12_20"": 3}",1.0,4.0,0.0,129.1935624862108,0.04072451758020599
13-The Workings of Affect in Lucy Caldwell_s Where They Were Missed,123,3,41.0,31.0,18.193405398660254,1,0,0.3333333333333333,0.0,"{""31_40"": 1, ""gt50"": 1, ""21_30"": 1}",0,0,0,71.56374508465763,0.01652781510346681,500.0,16.0,31.25,31.5,13.75257551636541,4.0,1.0,0.25,0.0625,"{""12_20"": 2, ""21_30"": 5, ""41_50"": 3, ""lt12"": 1, ""gt50"": 1, ""31_40"": 4}",1.0,0.0,0.0,70.70802861267255,0.06718624025799516,6434,272,23.613970588235293,22.5,17.741737530380664,39,80,0.14338235294117646,0.29411764705882354,"{""41_50"": 17, ""31_40"": 46, ""gt50"": 22, ""lt12"": 80, ""21_30"": 65, ""12_20"": 42}",13,28,0,68.33696511069732,0.8645525396398818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,17.0,22.41176470588235,21.0,16.97814338910991,2.0,5.0,0.11764705882352941,0.29411764705882354,"{""gt50"": 2, ""31_40"": 2, ""21_30"": 5, ""lt12"": 5, ""12_20"": 3}",0.0,0.0,0.0,71.99012382604533,0.05173340499865627
13-_The Ralahine way__ the rural commune in the writings of Irish radical W.P. Ryan,185,6,30.333333333333332,30.5,4.96655480858378,0,0,0.0,0.0,"{""31_40"": 3, ""21_30"": 3}",0,0,0,95.50889679715303,0.023663341007930418,,,,,,,,,,,,,,,,7633,287,26.29616724738676,27.0,15.61891288803732,56,53,0.1951219512195122,0.18466898954703834,"{""lt12"": 53, ""21_30"": 78, ""31_40"": 57, ""gt50"": 15, ""12_20"": 43, ""41_50"": 41}",15,19,0,90.87925876938246,0.9763366589920696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Against straight-forwardness_ Literary twists and queer communality in Shani Mootoo_s Moving F,150,6,25.0,24.5,3.7416573867739413,0,0,0.0,0.0,"{""12_20"": 1, ""31_40"": 1, ""21_30"": 4}",1,0,0,128.68855932203388,0.021343198634035287,,,,,,,,,,,,,,,,6308,204,30.74019607843137,30.0,10.376467880528978,34,4,0.16666666666666666,0.0196078431372549,"{""12_20"": 30, ""21_30"": 71, ""31_40"": 65, ""41_50"": 26, ""gt50"": 8, ""lt12"": 4}",17,16,0,86.21115211901709,0.8975526465566306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.0,16.0,34.875,34.0,12.774323204511985,5.0,0.0,0.3125,0.0,"{""31_40"": 6, ""12_20"": 2, ""gt50"": 2, ""41_50"": 3, ""21_30"": 3}",0.0,2.0,0.0,87.0843100246583,0.0811041548093341
14-From Postcolonialism to Cosmopolitanism_ Reading Timothy Mo_s Thematic Shift and Its Resonance,140,5,28.0,27.0,7.615773105863909,0,0,0.0,0.0,"{""12_20"": 1, ""21_30"": 2, ""31_40"": 2}",0,0,0,144.0,0.019157088122605363,,,,,,,,,,,,,,,,6809,270,25.05925925925926,26.5,15.129312725252351,40,64,0.14814814814814814,0.23703703703703705,"{""lt12"": 64, ""41_50"": 32, ""21_30"": 77, ""31_40"": 67, ""gt50"": 8, ""12_20"": 22}",20,10,0,132.72823174911548,0.9317186644772851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,12.0,30.0,35.0,15.456684343968822,3.0,2.0,0.25,0.16666666666666666,"{""41_50"": 3, ""31_40"": 5, ""lt12"": 2, ""21_30"": 1, ""12_20"": 1}",1.0,0.0,0.0,123.82099317149905,0.04912424740010947
14-Narrating Panarchy in the Anthropocene_ The Adaptive _Short Story_ Cycle in Rebecca Campbell_s,131,4,32.75,30.5,7.804912982645397,1,0,0.25,0.0,"{""31_40"": 1, ""41_50"": 1, ""21_30"": 2}",0,0,0,133.0,0.017628852106042255,376.0,11.0,34.18181818181818,37.0,19.00430573221859,4.0,2.0,0.36363636363636365,0.18181818181818182,"{""gt50"": 2, ""31_40"": 3, ""lt12"": 2, ""41_50"": 2, ""21_30"": 2}",0.0,0.0,0.0,144.76037967327437,0.05059884268604495,6186,205,29.795121951219514,29.0,14.55237247720959,50,25,0.24390243902439024,0.12195121951219512,"{""21_30"": 66, ""gt50"": 19, ""41_50"": 31, ""31_40"": 43, ""12_20"": 21, ""lt12"": 25}",8,10,0,115.17991696442616,0.8324586192975374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.0,28.0,25.857142857142858,23.5,18.16735836749278,5.0,7.0,0.17857142857142858,0.25,"{""41_50"": 3, ""31_40"": 5, ""gt50"": 2, ""12_20"": 5, ""lt12"": 7, ""21_30"": 6}",2.0,2.0,0.0,89.9528973501254,0.09931368591037545
